Object Number,Is Highlight,Is Timeline Work,Is Public Domain,Object ID,Gallery Number,Department,AccessionYear,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Constiuent ID,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Artist Gender,Artist ULAN URL,Artist Wikidata URL,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights and Reproduction,Link Resource,Object Wikidata URL,Metadata Date,Repository,Tags,Tags AAT URL,Tags Wikidata URL
"47.90.101a, b",FALSE,FALSE,TRUE,927,774,The American Wing,1947,Box,Box,American,,,,,,,,,,,,,,,,,,1830–70,1830,1870,Parian porcelain,3 1/2 x 6 x 3 1/2 in. (8.9 x 15.2 x 8.9 cm),"Gift of Dr. Charles W. Green, 1947",Probably made in,Bennington,,,United States,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/927,,,"Metropolitan Museum of Art, New York, NY",Birds,http://vocab.getty.edu/page/aat/300266506,https://www.wikidata.org/wiki/Q5113
"47.90.102a, b",FALSE,FALSE,TRUE,928,774,The American Wing,1947,Box,Box,American,,,,,,,,,,,,,,,,,,1830–70,1830,1870,Parian porcelain,2 5/8 x 5 1/8 x 2 3/4 in. (6.7 x 13 x 7 cm),"Gift of Dr. Charles W. Green, 1947",Probably made in,Bennington,,,United States,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/928,,,"Metropolitan Museum of Art, New York, NY",Flowers,http://vocab.getty.edu/page/aat/300132399,https://www.wikidata.org/wiki/Q506
"47.90.104a, b",FALSE,FALSE,TRUE,929,774,The American Wing,1947,Box,Box,American,,,,,,,,,,,,,,,,,,1830–70,1830,1870,Parian porcelain,3 1/4 x 4 x 2 7/8 in. (8.3 x 10.2 x 7.3 cm),"Gift of Dr. Charles W. Green, 1947",Probably made in,Bennington,,,United States,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/929,,,"Metropolitan Museum of Art, New York, NY",Grapes,http://vocab.getty.edu/page/aat/300379338,https://www.wikidata.org/wiki/Q10978
"47.90.106a, b",FALSE,FALSE,TRUE,930,774,The American Wing,1947,Box,Box,American,,,,,,,,,,,,,,,,,,1830–70,1830,1870,Parian porcelain,2 1/2 x 3 3/8 x 2 5/8 in. (6.4 x 8.6 x 6.7 cm),"Gift of Dr. Charles W. Green, 1947",Probably made in,Bennington,,,United States,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/930,,,"Metropolitan Museum of Art, New York, NY",,,
"47.90.107a, b",FALSE,FALSE,TRUE,931,774,The American Wing,1947,Box,Box,American,,,,,,,,,,,,,,,,,,1830–70,1830,1870,Parian porcelain,1 3/4 x 3 5/8 x 2 1/4 in. (4.4 x 9.2 x 5.7 cm),"Gift of Dr. Charles W. Green, 1947",Probably made in,Bennington,,,United States,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/931,,,"Metropolitan Museum of Art, New York, NY",,,
"47.90.108a, b",FALSE,FALSE,TRUE,932,774,The American Wing,1947,Box,Box,American,,,,,,,,,,,,,,,,,,1830–70,1830,1870,Parian porcelain,2 1/4 x 3 3/4 x 2 1/4 in. (5.7 x 9.5 x 5.7 cm),"Gift of Dr. Charles W. Green, 1947",Probably made in,Bennington,,,United States,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/932,,,"Metropolitan Museum of Art, New York, NY",,,
"47.90.110a, b",FALSE,FALSE,TRUE,933,774,The American Wing,1947,Box,Box,American,,,,,,,,,,,,,,,,,,1830–70,1830,1870,Parian porcelain,2 1/8 x 4 x 2 7/8 in. (5.4 x 10.2 x 7.3 cm),"Gift of Dr. Charles W. Green, 1947",Probably made in,Bennington,,,United States,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/933,,,"Metropolitan Museum of Art, New York, NY",,,
48.158.10,FALSE,FALSE,TRUE,934,774,The American Wing,1948,Box,Box,American,,,,,,,,,,,,,,,,,,1690–1710,1690,1710,"Oak, pine",4 3/4 x 25 x 13 3/4 in. (12.1 x 63.5 x 34.9 cm),"Gift of Mrs. J. Insley Blair, 1948",Made in,,Connecticut River Valley,Connecticut River Valley,United States,,,,,,,Furniture,,http://www.metmuseum.org/art/collection/search/934,,,"Metropolitan Museum of Art, New York, NY",,,
66.190.2,FALSE,FALSE,TRUE,935,774,The American Wing,1966,Box,Box,American,,,,,,,,,,,,,,,,,,1675–1700,1675,1700,"Oak, pine",7 x 21 x 13 1/4 in. (17.8 x 53.3 x 33.7 cm),"Gift of Mrs. J. Woodhull Overton, 1966",Made in,,Connecticut River Valley,Connecticut River Valley,United States,,,,,,,Furniture,,http://www.metmuseum.org/art/collection/search/935,,,"Metropolitan Museum of Art, New York, NY",,,
1972.237,FALSE,FALSE,TRUE,936,774,The American Wing,1972,Box,Box,American,,,,,,,,,,,,,,,,,,1735–60,1735,1760,"Walnut, maple",7 5/8 x 16 1/8 x 9 in. (19.4 x 41 x 22.9 cm),"Gift of John E. Walton, in memory of his grandfather, Homer L. Hoyt, 1972",Made in,,,,United States,New England ,,,,,,Furniture,,http://www.metmuseum.org/art/collection/search/936,,,"Metropolitan Museum of Art, New York, NY",,,
1980.499.3,FALSE,FALSE,FALSE,937,,The American Wing,1980,Box,Box,,,,,,,,,,,,,,,,,,,ca. 1800,1797,1800,Enamel on copper,1 x 1 3/16 x 1 11/16 in. (2.5 x 3 x 4.3 cm),"Gift of Mrs. Eleanor G. Sargent, 1980",Made in,,,,England,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/937,,,"Metropolitan Museum of Art, New York, NY",,,
34.100.43,FALSE,FALSE,TRUE,938,774,The American Wing,1934,Trinket box,Trinket Box,American,,,,,1272,Maker,,Henry Bucher,,,"Bucher, Henry",,,9999,,,,ca. 1780,1777,1780,Cedar,2 1/2 x 8 1/8 x 8 1/2 in. (6.4 x 20.6 x 21.6 cm),"Gift of Mrs. Robert W. de Forest, 1933",Made in,Denver,,,United States,,,,,,,Furniture,,http://www.metmuseum.org/art/collection/search/938,,,"Metropolitan Museum of Art, New York, NY",Flowers,http://vocab.getty.edu/page/aat/300132399,https://www.wikidata.org/wiki/Q506
"34.100.45a, b",FALSE,FALSE,TRUE,939,774,The American Wing,1934,Trinket box,Trinket Box,American,,,,,1272,Maker,,Henry Bucher,,,"Bucher, Henry",,,9999,,,,ca. 1780,1777,1780,Cedar,2 1/2 x 7 1/2 x 5 in. (6.4 x 19.1 x 12.7 cm),"Gift of Mrs. Robert W. de Forest, 1933",Made in,Denver,,,United States,,,,,,,Furniture,,http://www.metmuseum.org/art/collection/search/939,,,"Metropolitan Museum of Art, New York, NY",Flowers,http://vocab.getty.edu/page/aat/300132399,https://www.wikidata.org/wiki/Q506
10.125.2,FALSE,FALSE,TRUE,940,708,The American Wing,1910,Box,Box,American,,,,,1273,Maker,Attributed to,William Buell,died 1681,,"Buell, William",,1631,1681,,,,1640–80,1640,1680,"Oak, pine",9 1/2 x 28 1/4 x 18 1/2 in. (24.1 x 71.8 x 47 cm),"Gift of Mrs. Russell Sage, 1909",Made in,Windsor,,,United States,,,,,,,Furniture,,http://www.metmuseum.org/art/collection/search/940,,,"Metropolitan Museum of Art, New York, NY",,,
83.2.224,FALSE,FALSE,TRUE,941,,The American Wing,1883,Box,Box with Medallion Top,,,,,,165545,Maker,,Charles Nicolas Cochin II,"French, Paris 1715–1790 Paris",,"Cochin, Charles Nicolas, II",French,1715,1790,,http://vocab.getty.edu/page/ulan/500021138,https://www.wikidata.org/wiki/Q2408093,1775–1883,1775,1883,Enameled silver or pewter,2 1/2 x 1 1/2 in. (6.4 x 3.8 cm),"Gift of William H. Huntington, 1883",Made in,,,,France,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/941,,,"Metropolitan Museum of Art, New York, NY",Men|Portraits,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300015637,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q134307
83.2.230,FALSE,FALSE,TRUE,942,,The American Wing,1883,Box,Box with Medallion Top,,,,,,165550,Maker,,Joseph Siffred Duplessis,"French, Carpentras 1725–1802 Versailles",,"Duplessis, Joseph Siffred",French,1725,1802,,http://vocab.getty.edu/page/ulan/500016763,https://www.wikidata.org/wiki/Q2286906,1770–1800,1770,1800,"Papier mache, tortoiseshell, silver, ivory",1 1/2 x 3 1/8 in. (3.8 x 7.9 cm),"Gift of William H. Huntington, 1883",Made in,,,,France,,,,,,,Natural Substances,,http://www.metmuseum.org/art/collection/search/942,,,"Metropolitan Museum of Art, New York, NY",Benjamin Franklin|Men|Portraits,http://vocab.getty.edu/page/ulan/500331804|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300015637,https://www.wikidata.org/wiki/Q34969|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q134307
83.2.200,FALSE,FALSE,TRUE,943,,The American Wing,1883,Box,Box with Medallion Top,,,,,,,,,,,,,,,,,,,1800–1883,1800,1883,"Wood, ivory, horn",Diam. 3 in. (7.6 cm),"Gift of William H. Huntington, 1883",Made in,,,,France,,,,,,,Natural Substances,,http://www.metmuseum.org/art/collection/search/943,,,"Metropolitan Museum of Art, New York, NY",Benjamin Franklin|Men,http://vocab.getty.edu/page/ulan/500331804|http://vocab.getty.edu/page/aat/300025928,https://www.wikidata.org/wiki/Q34969|https://www.wikidata.org/wiki/Q8441
"34.100.30a, b",FALSE,FALSE,TRUE,944,774,The American Wing,1934,Box,Box,American,,,,,1277,Maker,Attributed to,Christian Selzer,active ca. 1780–1800,,"Selzer, Christian",,1777,1800,,,,1775–1820,1775,1820,Poplar,10 1/4 x 28 1/2 x 14 1/4 in. (26 x 72.4 x 36.2 cm),"Gift of Mrs. Robert W. de Forest, 1933",Made in,,Dauphin County,Dauphin County,United States,,,,,,,Furniture,,http://www.metmuseum.org/art/collection/search/944,,,"Metropolitan Museum of Art, New York, NY",Flowers,http://vocab.getty.edu/page/aat/300132399,https://www.wikidata.org/wiki/Q506
10.125.680,FALSE,TRUE,TRUE,945,708,The American Wing,1910,Box,Box,American,,,,,1278,Maker,Attributed to,John Thurston,1607–1685,,"Thurston, John",,1607,1685,,,,1660–85,1660,1685,"White oak, red oak, yellow pine",9 1/2 x 26 5/8 x 15 1/2 in. (24.1 x 67.6 x 39.4 cm),"Gift of Mrs. Russell Sage, 1909",Possibly made in|Possibly made in,Dedham|Medfield,,,United States|United States,,,,,,,Furniture,,http://www.metmuseum.org/art/collection/search/945,https://www.wikidata.org/wiki/Q83560036,,"Metropolitan Museum of Art, New York, NY",,,
92.10.7,FALSE,FALSE,FALSE,946,,The American Wing,1892,Box,Box,American,,,,,162539,Maker,,Tiffany & Co.,1837–present,,Tiffany & Co.,,1837,9999,,http://vocab.getty.edu/page/ulan/500330306,https://www.wikidata.org/wiki/Q1066858,1859,1859,1859,Gold,1 1/2 x 4 5/8 x 2 3/4 in. (3.8 x 11.7 x 7 cm); 12 oz. 8 dwt. (385.7 g),"Gift of Cyrus W. Field, 1892",Made in,New York,,,United States,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/946,,,"Metropolitan Museum of Art, New York, NY",Ships|Men|Coat of Arms|Transatlantic Cable,http://vocab.getty.edu/page/aat/300082981|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300126352,https://www.wikidata.org/wiki/Q11446|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q2395922|https://www.wikidata.org/wiki/Q14659
1974.214.10,FALSE,FALSE,FALSE,947,743,The American Wing,1974,Box,Box,American,,,,,162542|162541,Designer|Maker,Designed by,Louis Comfort Tiffany|Tiffany Studios,"American, New York 1848–1933 New York|1902–32",,"Tiffany, Louis Comfort|Tiffany Studios ",American,1848      |1902      ,1933      |1932      ,|,http://vocab.getty.edu/page/ulan/500030415|http://vocab.getty.edu/page/ulan/500331813,https://www.wikidata.org/wiki/Q312950|https://www.wikidata.org/wiki/Q19587243,ca. 1905–10,1902,1910,"Wood, glass scarabs, favrile glass, bronze",4 1/2 x 4 in. (11.4 x 10.2 cm),"Gift of Mr. and Mrs. Hugh J. Grant, 1974",Made in,New York,,,United States,,,,,,,Natural Substances,,http://www.metmuseum.org/art/collection/search/947,,,"Metropolitan Museum of Art, New York, NY",Insects,http://vocab.getty.edu/page/aat/300310470,https://www.wikidata.org/wiki/Q1390
"22.186a, b",TRUE,FALSE,FALSE,948,706,The American Wing,1922,Jar,Covered jar,American,,,,,162779,Maker,,Marie Zimmermann,"American, Brooklyn, New York 1879–1972 Punta Gorda, Florida",,"Zimmermann, Marie",American,1879,1972,Female,(not assigned),https://www.wikidata.org/wiki/Q6763088,1905–15,1905,1915,"Silver, gold,  jade, crystal, and rubies","Overall: 6 1/2 x 3 5/16 x 2 3/8 in. (16.5 x 8.4 x 6 cm); 12 oz. 1 dwt. (375 g)
Body: H. 3 1/4 in. (8.3 cm); 8 oz. 5 dwt. (256.1 g)
Cover: H. 3 3/8 in. (8.6 cm); 3 oz. 16 dwt. (118.9 g)","Purchase, Edward C. Moore Jr. Gift, 1922",Made in,New York,,,United States,,,,,,,Silver,,http://www.metmuseum.org/art/collection/search/948,https://www.wikidata.org/wiki/Q98224424,,"Metropolitan Museum of Art, New York, NY",,,
62.233.20,FALSE,FALSE,FALSE,949,774,The American Wing,1962,Box,Box,American,,,,,162542|162541,Designer|Maker,Designed by,Louis Comfort Tiffany|Tiffany Studios,"American, New York 1848–1933 New York|1902–32",,"Tiffany, Louis Comfort|Tiffany Studios ",American,1848      |1902      ,1933      |1932      ,|,http://vocab.getty.edu/page/ulan/500030415|http://vocab.getty.edu/page/ulan/500331813,https://www.wikidata.org/wiki/Q312950|https://www.wikidata.org/wiki/Q19587243,ca. 1910–20,1907,1920,"Favrile glass, bronze",8 x 8 in. (20.3 x 20.3 cm),"Gift of Mrs. H. S. Mesick, 1962",Made in,New York,,,United States,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/949,,,"Metropolitan Museum of Art, New York, NY",,,
24.80.522,FALSE,FALSE,FALSE,950,,The American Wing,1924,Box,Box with Miniature Portraits,French,,,,,,,,,,,,,,,,,,1820–30,1820,1830,Vernis Martin on silver,1 15/16 x 3 x 1 in. (4.9 x 7.6 x 2.5 cm),"Bequest of Mary Clark Thompson, 1923",Made in,,,,France,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/950,,,"Metropolitan Museum of Art, New York, NY",,,
83.2.123,FALSE,FALSE,TRUE,951,774,The American Wing,1883,Bust,George Washington,,,,,,,,,,,,,,,,,,,ca. 1825,1822,1825,"Glass, ceramic paste",Diam. 2 1/4 in. (5.7 cm),"Gift of William H. Huntington, 1883",Probably made in,,,,England,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/951,,,"Metropolitan Museum of Art, New York, NY",George Washington|Profiles,http://vocab.getty.edu/page/ulan/500126198|http://vocab.getty.edu/page/aat/300123319,https://www.wikidata.org/wiki/Q23|https://www.wikidata.org/wiki/Q4382010
47.90.115,FALSE,FALSE,TRUE,952,774,The American Wing,1947,Box cover,Box Cover,American,,,,,,,,,,,,,,,,,,1830–70,1830,1870,Parian porcelain,2 1/4 x 5 1/8 x 3 1/2 in. (5.7 x 13 x 8.9 cm),"Gift of Dr. Charles W. Green, 1947",Probably made in,Bennington,,,United States,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/952,,,"Metropolitan Museum of Art, New York, NY",Infants|Flowers,http://vocab.getty.edu/page/aat/300189561|http://vocab.getty.edu/page/aat/300132399,https://www.wikidata.org/wiki/Q998|https://www.wikidata.org/wiki/Q506
"50.145.45a, b",FALSE,FALSE,TRUE,953,774,The American Wing,1950,Skippet,Skippet,American,,,,,4318,Maker,Attributed to,Seraphim Masi,active ca. 1822–52,,"Masi, Seraphim",,1819,1852,,,,ca. 1825–52,1825,1852,Silver and silver gilt,"Overall: 1 1/4 x 5 3/16 in. (3.2 x 13.2 cm); 20 oz. 5 dwt. (630.2 g)
Body: H. 15/16 in. (2.4 cm); 11 oz. 9 dwt. (355.4 g)
Cover: H. 5/8 in. (1.6 cm); 8 oz. 17 dwt. (274.8 g)","Bequest of Mary Stillman Harkness, 1950",Probably made in,Washington DC,,,United States,,,,,,,Silver,,http://www.metmuseum.org/art/collection/search/953,,,"Metropolitan Museum of Art, New York, NY",Eagles,http://vocab.getty.edu/page/aat/300250049,https://www.wikidata.org/wiki/Q2092297
"Inst.68.8.15a, b",FALSE,FALSE,FALSE,954,774,The American Wing,1968,Furniture hardware,Furniture Hardware,,,,,,1131,Retailer,,Henry Kellam Hancock,1816–1851,,"Hancock, Henry Kellam",,1816,1851,,,,1820–30,1820,1830,Gilt brass,9 1/2 x 2 5/8 in. (24.1 x 6.7 cm),"Gift of Mrs. Edward Hunting Smith, 1968",Possibly made in|Possibly made in,,,,England|France,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/954,,,"Metropolitan Museum of Art, New York, NY",,,
1982.217.1,FALSE,FALSE,TRUE,955,,The American Wing,1982,Drawing,"Outline Sketch of Mountains (verso, from Sketchbook)",American,,,,,164311,Artist,,Jervis McEntee,"American, Rondout, New York 1828–1891 Rondout, New York",,"McEntee, Jervis",American,1828,1891,,http://vocab.getty.edu/page/ulan/500024287,https://www.wikidata.org/wiki/Q2580100,1869,1869,1869,"Graphite, white gouache, on blue paper",4 1/2 x 9 in. (11.4 x 22.9 cm),"Morris K. Jesup Fund, 1982",,,,,,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/955,https://www.wikidata.org/wiki/Q20179229,,"Metropolitan Museum of Art, New York, NY",Mountains,http://vocab.getty.edu/page/aat/300008795,https://www.wikidata.org/wiki/Q8502
"39.43e, f",FALSE,FALSE,FALSE,956,,The American Wing,1939,Bracelet,Bracelet,,,,,,,,,,,,,,,,,,,1800–1900,1800,1900,Pearl,L. 6 1/2 in. (16.5 cm),"Rogers Fund, 1939",,,,,,,,,,,,Jewelry,,http://www.metmuseum.org/art/collection/search/956,,,"Metropolitan Museum of Art, New York, NY",,,
10.125.599 z(19),FALSE,FALSE,TRUE,957,774,The American Wing,1910,Foot scraper,Foot Scraper,,,,,,,,,,,,,,,,,,,1700–1800,1700,1800,Iron,H. 5 1/2 in. (14 cm),"Gift of Mrs. Russell Sage, 1909",,,,,,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/957,,,"Metropolitan Museum of Art, New York, NY",,,
1986.450.2,FALSE,FALSE,FALSE,958,774,The American Wing,1986,Bracket clock,Bracket Clock,American,,,,,1281,Maker,,Stephen Van Wyck,,,"Van Wyck, Stephen",,,9999,,,,ca. 1800,1797,1800,"Mahogany, white oak, brass",19 x 12 1/4 x 8 in. (48.3 x 31.1 x 20.3 cm),"Gift of Fred F. Rogers Jr., 1986",Made in,New York,,,United States,,,,,,,Furniture,,http://www.metmuseum.org/art/collection/search/958,,,"Metropolitan Museum of Art, New York, NY",,,
1974.362.3,FALSE,FALSE,FALSE,959,,The American Wing,1974,Hair jewelry,Hair Ring,,,,,,,,,,,,,,,,,,,1830–1900,1830,1900,"Hair, gold",Diam. 3/4 in. (1.9 cm),"Gift of John A. De Cesare, 1974",,,,,,,,,,,,Jewelry,,http://www.metmuseum.org/art/collection/search/959,,,"Metropolitan Museum of Art, New York, NY",,,
"69.264.5a, b",FALSE,FALSE,FALSE,960,706,The American Wing,1969,Decanter,Decanter,American,,,,,1282|1087,Decorator|Manufacturer,Possibly engraved by,Henry Leighton|New England Glass Company,"American, East Cambridge, Massachusetts, 1818–1888",,"Leighton, Henry|New England Glass Company ",,1818,9999      |1888      ,|,|http://vocab.getty.edu/page/ulan/500356007,|https://www.wikidata.org/wiki/Q17083157,ca. 1860,1857,1860,"Blown, cut, and engraved glass",H. 8 13/16 in. (22.4 cm); Diam. 5 5/8 in. (14.3 cm),"Gift of Joseph Gamsu, 1969",Made in,East Cambridge,,,United States,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/960,,,"Metropolitan Museum of Art, New York, NY",,,
25.129.1,FALSE,FALSE,FALSE,961,733,The American Wing,1925,Brandy decanter,Brandy Decanter,"British, probably",,,,,,,,,,,,,,,,,,19th century (?),1800,1900,Cut blown glass,H. 8 in. (20.3 cm),"Gift of Fisher Howe, Stanley Mather Howe, and Lawrence Howe, in memory of Mrs. Fisher Howe (Eliza Briggs Cronkite) 1854 - 1924, 1925",Probably made in,,,,England,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/961,,,"Metropolitan Museum of Art, New York, NY",,,
25.129.2,FALSE,FALSE,FALSE,962,733,The American Wing,1925,Brandy tumbler,Brandy Tumbler,"British, probably",,,,,,,,,,,,,,,,,,19th century,1800,1900,Cut blown glass,H. 1 7/8 in. (4.8 cm); Diam. 1 3/8 in. (3.5 cm),"Gift of Fisher Howe, Stanley Mather Howe, and Lawrence Howe, in memory of Mrs. Fisher Howe (Eliza Briggs Cronkite) 1854–1924, 1925",Probably made in,,,,England,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/962,,,"Metropolitan Museum of Art, New York, NY",,,
25.129.3,FALSE,FALSE,FALSE,963,733,The American Wing,1925,Brandy tumbler,Brandy Tumbler,"British, probably",,,,,,,,,,,,,,,,,,19th century,1800,1900,Cut blown glass,H. 1 7/8 in. (4.8 cm); Diam. 1 3/8 in. (3.5 cm),"Gift of Fisher Howe, Stanley Mather Howe, and Lawrence Howe, in memory of Mrs. Fisher Howe (Eliza Briggs Cronkite) 1854 - 1924, 1925",Probably made in,,,,England,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/963,,,"Metropolitan Museum of Art, New York, NY",,,
25.129.4,FALSE,FALSE,FALSE,964,733,The American Wing,1925,Brandy tumbler,Brandy Tumbler,"British, probably",,,,,,,,,,,,,,,,,,19th century (?),1800,1900,Cut blown glass,H. 1 7/8 in. (4.8 cm); Diam. 1 3/8 in. (3.5 cm),"Gift of Fisher Howe, Stanley Mather Howe, and Lawrence Howe, in memory of Mrs. Fisher Howe (Eliza Briggs Cronkite) 1854 - 1924, 1925",Probably made in,,,,England,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/964,,,"Metropolitan Museum of Art, New York, NY",,,
25.129.5,FALSE,FALSE,FALSE,965,733,The American Wing,1925,Brandy tumbler,Brandy Tumbler,"British, probably",,,,,,,,,,,,,,,,,,19th century (?),1800,1900,Cut blown glass,H. 1 7/8 in. (4.8 cm); Diam. 1 3/8 in. (3.5 cm),"Gift of Fisher Howe, Stanley Mather Howe, and Lawrence Howe, in memory of Mrs. Fisher Howe (Eliza Briggs Cronkite) 1854 - 1924, 1925",Probably made in,,,,England,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/965,,,"Metropolitan Museum of Art, New York, NY",,,
25.129.6,FALSE,FALSE,FALSE,966,733,The American Wing,1925,Brandy tumbler,Brandy Tumbler,"British, probably",,,,,,,,,,,,,,,,,,19th century (?),1800,1900,Cut blown glass,H. 1 7/8 in. (4.8 cm); Diam. 1 3/8 in. (3.5 cm),"Gift of Fisher Howe, Stanley Mather Howe, and Lawrence Howe, in memory of Mrs. Fisher Howe (Eliza Briggs Cronkite) 1854 - 1924, 1925",Probably made in,,,,England,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/966,,,"Metropolitan Museum of Art, New York, NY",,,
25.129.7,FALSE,FALSE,FALSE,967,733,The American Wing,1925,Brandy tumbler,Brandy Tumbler,"British, probably",,,,,,,,,,,,,,,,,,19th century (?),1800,1900,Cut blown glass,H. 1 7/8 in. (4.8 cm); Diam. 1 3/8 in. (3.5 cm),"Gift of Fisher Howe, Stanley Mather Howe, and Lawrence Howe, in memory of Mrs. Fisher Howe (Eliza Briggs Cronkite) 1854 - 1924, 1925",Probably made in,,,,England,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/967,,,"Metropolitan Museum of Art, New York, NY",,,
25.129.8,FALSE,FALSE,FALSE,968,733,The American Wing,1925,Brandy tumbler,Brandy Tumbler,"British, probably",,,,,,,,,,,,,,,,,,19th century (?),1800,1900,Cut blown glass,H. 1 7/8 in. (4.8 cm); Diam. 1 3/8 in. (3.5 cm),"Gift of Fisher Howe, Stanley Mather Howe, and Lawrence Howe, in memory of Mrs. Fisher Howe (Eliza Briggs Cronkite) 1854 - 1924, 1925",Probably made in,,,,England,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/968,,,"Metropolitan Museum of Art, New York, NY",,,
25.129.9,FALSE,FALSE,FALSE,969,733,The American Wing,1925,Brandy tumbler,Brandy Tumbler,"British, probably",,,,,,,,,,,,,,,,,,19th century (?),1800,1900,Cut blown glass,H. 1 7/8 in. (4.8 cm); Diam. 1 3/8 in. (3.5 cm),"Gift of Fisher Howe, Stanley Mather Howe, and Lawrence Howe, in memory of Mrs. Fisher Howe (Eliza Briggs Cronkite) 1854 - 1924, 1925",Probably made in,,,,England,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/969,,,"Metropolitan Museum of Art, New York, NY",,,
66.130a–e,FALSE,FALSE,TRUE,970,774,The American Wing,1966,Brandy Warmer,Brandy Warmer,American,,,,,1283,Maker,,Gerardus Boyce,1795/96–1880,,"Boyce, Gerardus",,1795,1880,,,,1840–57,1840,1857,Silver,"Overall: 5 3/8 x 3 in. (13.7 x 7.6 cm); 16 oz. 5 dwt. (505.2 g)
Base: Diam. 2 7/8 in. (2 7/8 in.)","Rogers Fund, 1966",Made in,New York,,,United States,,,,,,,Silver,,http://www.metmuseum.org/art/collection/search/970,,,"Metropolitan Museum of Art, New York, NY",,,
30.120.156,FALSE,FALSE,FALSE,971,774,The American Wing,1930,Brazier,Brazier,,,,,,,,,,,,,,,,,,,1700–1800,1700,1800,"Gilt tin, wood",25 3/4 x 6 in. (65.4 x 15.2 cm),"The Sylmaris Collection, Gift of George Coe Graves, 1930",,,,,,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/971,,,"Metropolitan Museum of Art, New York, NY",,,
31.127.2,FALSE,FALSE,TRUE,972,774,The American Wing,1931,Brazier,Brazier,,,,,,,,,,,,,,,,,,,1700–1800,1700,1800,"Copper, iron, wood",6 1/4 x 16 1/2 in. (15.9 x 41.9 cm),"Gift of Mrs. Robert W. de Forest, 1931",,,,,,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/972,,,"Metropolitan Museum of Art, New York, NY",,,
10.149.238,FALSE,FALSE,TRUE,973,774,The American Wing,1910,Bread plate,Bread Plate,"Chinese, for American market",,,,,,,,,,,,,,,,,,1785–90,1785,1790,Porcelain,Diam. 6 1/4 in. (15.9 cm),"Bequest of James T. Woodward, 1910",Made in,,,,China,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/973,,,"Metropolitan Museum of Art, New York, NY",Birds|Flowers|Coat of Arms,http://vocab.getty.edu/page/aat/300266506|http://vocab.getty.edu/page/aat/300132399|http://vocab.getty.edu/page/aat/300126352,https://www.wikidata.org/wiki/Q5113|https://www.wikidata.org/wiki/Q506|https://www.wikidata.org/wiki/Q14659
